chr1	1000001	1010000	chr1	1007158	1014863	2842
chr1	1000001	1010000	chr1	996243	1004226	4225
chr1	10030001	10040000	chr1	10038771	10040657	1229
chr1	10040001	10050000	chr1	10038771	10040657	656
chr1	10080001	10090000	chr1	10081201	10082591	1390
chr1	10080001	10090000	chr1	10081396	10082568	1172
chr1	10080001	10090000	chr1	10081396	10082596	1200
chr1	10090001	10100000	chr1	10092433	10094249	1816
chr1	1010001	1020000	chr1	1007158	1014863	4862
chr1	10210001	10220000	chr1	10218793	10220835	1207
chr1	10220001	10230000	chr1	10218793	10220835	834
chr1	10620001	10630000	chr1	10629172	10633682	828
chr1	10630001	10640000	chr1	10629172	10633682	3681
chr1	10660001	10670000	chr1	10661987	10663757	1770
chr1	10670001	10680000	chr1	10670333	10675291	4958
chr1	10690001	10700000	chr1	10691414	10697443	6029
chr1	10740001	10750000	chr1	10746106	10749319	3213
chr1	10750001	10760000	chr1	10756926	10759753	2827
chr1	10760001	10770000	chr1	10765544	10773135	4456
chr1	10770001	10780000	chr1	10765544	10773135	3134
chr1	10820001	10830000	chr1	10823015	10826434	3419
chr1	10820001	10830000	chr1	10829275	10833930	725
chr1	10830001	10840000	chr1	10829275	10833930	3929
chr1	10920001	10930000	chr1	10926578	10931095	3422
chr1	10930001	10940000	chr1	10926578	10931095	1094
chr1	10960001	10970000	chr1	10964651	10971596	5349
chr1	10970001	10980000	chr1	10964651	10971596	1595
chr1	10980001	10990000	chr1	10987763	10988417	654
chr1	11020001	11030000	chr1	11023022	11029934	6912
chr1	11060001	11070000	chr1	11069803	11076725	197
chr1	11070001	11080000	chr1	11069803	11076725	6724
chr1	11090001	11100000	chr1	11091977	11096162	4185
chr1	11100001	11110000	chr1	11104867	11114846	5133
chr1	11110001	11120000	chr1	11104867	11114846	4845
chr1	11130001	11140000	chr1	11133651	11140813	6349
chr1	11140001	11150000	chr1	11133651	11140813	812
chr1	11140001	11150000	chr1	11143949	11144596	647
chr1	11140001	11150000	chr1	11144201	11147282	3081
chr1	11160001	11170000	chr1	11162117	11165899	3782
chr1	11170001	11180000	chr1	11175620	11179222	3602
chr1	11210001	11220000	chr1	11211681	11214178	2497
chr1	11230001	11240000	chr1	11232881	11236430	3549
chr1	1130001	1140000	chr1	1139336	1140657	664
chr1	11350001	11360000	chr1	11352519	11356452	3933
chr1	11370001	11380000	chr1	11370637	11374343	3706
chr1	11390001	11400000	chr1	11394472	11398601	4129
chr1	1140001	1150000	chr1	1139336	1140657	656
chr1	11470001	11480000	chr1	11470933	11474348	3415
chr1	11480001	11490000	chr1	11486409	11490170	3591
chr1	11490001	11500000	chr1	11486409	11490170	169
chr1	11520001	11530000	chr1	11520785	11524859	4074
chr1	11580001	11590000	chr1	11584658	11587954	3296
chr1	11590001	11600000	chr1	11599946	11602813	54
chr1	11600001	11610000	chr1	11599946	11602813	2812
chr1	11600001	11610000	chr1	11604292	11606290	1998
chr1	11650001	11660000	chr1	11657456	11657641	185
chr1	11650001	11660000	chr1	11657730	11659657	1927
chr1	11670001	11680000	chr1	11676226	11684509	3774
chr1	11680001	11690000	chr1	11676226	11684509	4508
chr1	11690001	11700000	chr1	11695631	11699201	3570
chr1	11700001	11710000	chr1	11700920	11707298	6378
chr1	1170001	1180000	chr1	1175278	1187237	4722
chr1	11720001	11730000	chr1	11722199	11725204	3005
chr1	11740001	11750000	chr1	11742692	11744711	2019
chr1	11760001	11770000	chr1	11762702	11768358	5656
chr1	1180001	1190000	chr1	1175278	1187237	7236
chr1	1180001	1190000	chr1	1188292	1198271	1708
chr1	11870001	11880000	chr1	11874881	11879930	5049
chr1	1190001	1200000	chr1	1188292	1198271	8270
chr1	1190001	1200000	chr1	1198910	1200043	1090
chr1	11930001	11940000	chr1	11936029	11941405	3971
chr1	11940001	11950000	chr1	11936029	11941405	1404
chr1	11970001	11980000	chr1	11976516	11979204	2688
chr1	1200001	1210000	chr1	1198910	1200043	42
chr1	12010001	12020000	chr1	12010243	12012434	2191
chr1	12010001	12020000	chr1	12016199	12026419	3801
chr1	12020001	12030000	chr1	12016199	12026419	6418
chr1	12030001	12040000	chr1	12032891	12036359	3468
chr1	12060001	12070000	chr1	12063450	12072800	6550
chr1	12070001	12080000	chr1	12063450	12072800	2799
chr1	12090001	12100000	chr1	12097985	12102437	2015
chr1	12100001	12110000	chr1	12097985	12102437	2436
chr1	12140001	12150000	chr1	12142831	12145941	3110
chr1	12150001	12160000	chr1	12157098	12159303	2205
chr1	1220001	1230000	chr1	1225405	1229266	3861
chr1	12220001	12230000	chr1	12226009	12228718	2709
chr1	12250001	12260000	chr1	12251598	12254582	2984
chr1	12320001	12330000	chr1	12324731	12333426	5269
chr1	12330001	12340000	chr1	12324731	12333426	3425
chr1	12360001	12370000	chr1	12361808	12365732	3924
chr1	12370001	12380000	chr1	12378255	12385949	1745
chr1	12380001	12390000	chr1	12378255	12385949	5948
chr1	12400001	12410000	chr1	12405016	12405735	719
chr1	12400001	12410000	chr1	12405538	12408388	2850
chr1	12400001	12410000	chr1	12408757	12410972	1243
chr1	12410001	12420000	chr1	12408757	12410972	971
chr1	12430001	12440000	chr1	12433615	12437626	4011
chr1	12450001	12460000	chr1	12452364	12460399	7636
chr1	12460001	12470000	chr1	12452364	12460399	398
chr1	12530001	12540000	chr1	12532813	12541834	7187
chr1	12540001	12550000	chr1	12532813	12541834	1833
chr1	12580001	12590000	chr1	12587827	12594856	2173
chr1	12590001	12600000	chr1	12587827	12594856	4855
chr1	12600001	12610000	chr1	12601958	12607775	5817
chr1	12620001	12630000	chr1	12625585	12626892	1307
chr1	12630001	12640000	chr1	12638621	12640979	1379
chr1	12640001	12650000	chr1	12638621	12640979	978
chr1	12640001	12650000	chr1	12646700	12649350	2650
chr1	12740001	12750000	chr1	12748508	12749040	532
chr1	12800001	12810000	chr1	12801362	12806394	5032
chr1	12830001	12840000	chr1	12836200	12839563	3363
chr1	12840001	12850000	chr1	12847359	12851992	2641
chr1	12850001	12860000	chr1	12847359	12851992	1991
chr1	12870001	12880000	chr1	12878160	12882329	1840
chr1	12880001	12890000	chr1	12878160	12882329	2328
chr1	12890001	12900000	chr1	12891492	12894623	3131
chr1	12950001	12960000	chr1	12958351	12964146	1649
chr1	12960001	12970000	chr1	12958351	12964146	4145
chr1	12990001	13000000	chr1	12995365	13002281	4635
chr1	13000001	13010000	chr1	12995365	13002281	2280
chr1	130001	140000	chr1	133911	135010	1099
chr1	13050001	13060000	chr1	13059095	13065403	905
chr1	13060001	13070000	chr1	13059095	13065403	5402
chr1	13060001	13070000	chr1	13066242	13072517	3758
chr1	13070001	13080000	chr1	13066242	13072517	2516
chr1	13090001	13100000	chr1	13094025	13096941	2916
chr1	13090001	13100000	chr1	13098377	13110511	1623
chr1	13100001	13110000	chr1	13098377	13110511	9999
chr1	1310001	1320000	chr1	1311816	1313258	1442
chr1	13110001	13120000	chr1	13098377	13110511	510
chr1	13140001	13150000	chr1	13144751	13147779	3028
chr1	13200001	13210000	chr1	13204413	13209690	5277
chr1	1320001	1330000	chr1	1322024	1329013	6989
chr1	13230001	13240000	chr1	13238988	13247854	1012
chr1	13240001	13250000	chr1	13238988	13247854	7853
chr1	13290001	13300000	chr1	13293855	13297176	3321
chr1	1330001	1340000	chr1	1335125	1336984	1859
chr1	1330001	1340000	chr1	1336985	1337685	700
chr1	1330001	1340000	chr1	1337784	1338080	296
chr1	13340001	13350000	chr1	13348278	13362306	1722
chr1	13340001	13350000	chr1	13348324	13362061	1676
chr1	13350001	13360000	chr1	13348278	13362306	9999
chr1	13350001	13360000	chr1	13348324	13362061	9999
chr1	13360001	13370000	chr1	13348278	13362306	2305
chr1	13360001	13370000	chr1	13348324	13362061	2060
chr1	13370001	13380000	chr1	13375497	13378444	2947
chr1	13420001	13430000	chr1	13427486	13432121	2514
chr1	13430001	13440000	chr1	13427486	13432121	2120
chr1	13430001	13440000	chr1	13432772	13436809	4037
chr1	13600001	13610000	chr1	13606947	13620945	3053
chr1	13600001	13610000	chr1	13607442	13618510	2558
chr1	13610001	13620000	chr1	13606947	13620945	9999
chr1	13610001	13620000	chr1	13607442	13618510	8509
chr1	13620001	13630000	chr1	13606947	13620945	944
chr1	13640001	13650000	chr1	13648402	13649073	671
chr1	13650001	13660000	chr1	13652747	13660271	7253
chr1	13660001	13670000	chr1	13652747	13660271	270
chr1	13720001	13730000	chr1	13723650	13729535	5885
chr1	13730001	13740000	chr1	13736185	13739685	3500
chr1	13760001	13770000	chr1	13764817	13766414	1597
chr1	13780001	13790000	chr1	13783158	13787650	4492
chr1	13800001	13810000	chr1	13805106	13807037	1931
chr1	13850001	13860000	chr1	13856547	13860440	3453
chr1	13860001	13870000	chr1	13856547	13860440	439
chr1	13870001	13880000	chr1	13877730	13883877	2270
chr1	13880001	13890000	chr1	13877730	13883877	3876
chr1	1390001	1400000	chr1	1392938	1394441	1503
chr1	13920001	13930000	chr1	13921029	13923879	2850
chr1	13980001	13990000	chr1	13987890	13992905	2110
chr1	13990001	14000000	chr1	13987890	13992905	2904
chr1	14000001	14010000	chr1	14005900	14008101	2201
chr1	14070001	14080000	chr1	14073338	14076130	2792
chr1	14080001	14090000	chr1	14080115	14081383	1268
