chr1	1	10000	.	-1	-1	0
chr1	10001	20000	.	-1	-1	0
chr1	20001	30000	.	-1	-1	0
chr1	30001	40000	.	-1	-1	0
chr1	40001	50000	.	-1	-1	0
chr1	50001	60000	chr1	51189	51350	161
chr1	50001	60000	chr1	58660	59204	544
chr1	60001	70000	chr1	67280	67765	485
chr1	70001	80000	chr1	73401	74059	658
chr1	80001	90000	chr1	85463	85791	328
chr1	80001	90000	chr1	86331	86918	587
chr1	80001	90000	chr1	87691	88059	368
chr1	80001	90000	chr1	88150	88194	44
chr1	80001	90000	chr1	81680	82750	1070
chr1	90001	100000	chr1	93403	93832	429
chr1	100001	110000	chr1	107490	107722	232
chr1	100001	110000	chr1	107730	108037	307
chr1	110001	120000	chr1	112297	112647	350
chr1	120001	130000	chr1	122580	123072	492
chr1	120001	130000	chr1	123493	123597	104
chr1	120001	130000	chr1	123865	123952	87
chr1	120001	130000	chr1	126978	127347	369
chr1	130001	140000	chr1	133911	134249	338
chr1	130001	140000	chr1	134825	135010	185
chr1	130001	140000	chr1	137285	138220	935
chr1	130001	140000	chr1	139153	139216	63
chr1	140001	150000	chr1	145851	146186	335
chr1	150001	160000	chr1	153132	153585	453
chr1	150001	160000	chr1	158448	158461	13
chr1	150001	160000	chr1	158799	159679	880
chr1	160001	170000	.	-1	-1	0
chr1	170001	180000	chr1	177381	178503	1122
chr1	170001	180000	chr1	178735	178778	43
chr1	180001	190000	chr1	183480	183618	138
chr1	180001	190000	chr1	185162	186451	1289
chr1	190001	200000	chr1	190000	190379	378
chr1	190001	200000	chr1	195563	196452	889
chr1	200001	210000	.	-1	-1	0
chr1	210001	220000	chr1	210232	210746	514
chr1	210001	220000	chr1	217629	218043	414
chr1	220001	230000	chr1	220145	220698	553
chr1	220001	230000	chr1	222020	222726	706
chr1	220001	230000	chr1	224410	225003	593
chr1	220001	230000	chr1	225655	226198	543
chr1	220001	230000	chr1	228608	228851	243
chr1	230001	240000	chr1	233792	234231	439
chr1	240001	250000	chr1	240569	240927	358
chr1	240001	250000	chr1	241197	241699	502
chr1	240001	250000	chr1	243759	244153	394
chr1	240001	250000	chr1	247720	248370	650
chr1	250001	260000	chr1	251512	251988	476
chr1	250001	260000	chr1	252028	252297	269
chr1	250001	260000	chr1	258969	259306	337
chr1	250001	260000	chr1	259905	260830	95
chr1	260001	270000	chr1	259905	260830	829
chr1	260001	270000	chr1	269296	269795	499
chr1	260001	270000	chr1	269940	270048	60
chr1	270001	280000	chr1	269940	270048	47
chr1	270001	280000	chr1	272124	272369	245
chr1	270001	280000	chr1	272467	272718	251
chr1	270001	280000	chr1	274970	275132	162
chr1	270001	280000	chr1	278488	278641	153
chr1	280001	290000	chr1	281009	281656	647
chr1	280001	290000	chr1	284377	284889	512
chr1	280001	290000	chr1	288329	288557	228
chr1	280001	290000	chr1	289561	289942	381
chr1	290001	300000	chr1	290945	291296	351
chr1	290001	300000	chr1	294508	294912	404
chr1	300001	310000	.	-1	-1	0
chr1	310001	320000	.	-1	-1	0
chr1	320001	330000	chr1	326240	326534	294
chr1	320001	330000	chr1	329895	330703	105
chr1	330001	340000	chr1	329895	330703	702
chr1	340001	350000	chr1	345245	345603	358
chr1	340001	350000	chr1	345811	346302	491
chr1	340001	350000	chr1	348844	349122	278
chr1	340001	350000	chr1	349340	349496	156
chr1	350001	360000	chr1	351178	351298	120
chr1	350001	360000	chr1	351390	351451	61
chr1	350001	360000	chr1	351938	352110	172
chr1	350001	360000	chr1	353447	353998	551
chr1	350001	360000	chr1	355556	355796	240
chr1	360001	370000	chr1	369884	370229	116
chr1	370001	380000	chr1	369884	370229	228
chr1	370001	380000	chr1	370343	370700	357
chr1	370001	380000	chr1	370884	371907	1023
chr1	370001	380000	chr1	375085	376187	1102
chr1	370001	380000	chr1	377331	378327	996
chr1	380001	390000	.	-1	-1	0
chr1	390001	400000	chr1	397949	398339	390
chr1	390001	400000	chr1	398889	398946	57
chr1	390001	400000	chr1	399457	399897	440
chr1	400001	410000	chr1	405324	405565	241
chr1	400001	410000	chr1	407792	408400	608
chr1	410001	420000	chr1	419145	420308	855
chr1	420001	430000	chr1	419145	420308	307
chr1	420001	430000	chr1	420590	420868	278
chr1	420001	430000	chr1	421475	421882	407
chr1	420001	430000	chr1	423344	423441	97
chr1	430001	440000	chr1	439790	440231	210
chr1	440001	450000	chr1	439790	440231	230
chr1	440001	450000	chr1	442831	443043	212
chr1	450001	460000	chr1	450727	451003	276
chr1	450001	460000	chr1	452084	452402	318
chr1	450001	460000	chr1	452403	452722	319
chr1	450001	460000	chr1	453190	453617	427
chr1	450001	460000	chr1	454948	455058	110
chr1	450001	460000	chr1	456931	457246	315
chr1	460001	470000	chr1	462819	462922	103
chr1	460001	470000	chr1	469747	469883	136
chr1	470001	480000	chr1	470248	470260	12
chr1	470001	480000	chr1	472163	472704	541
chr1	480001	490000	chr1	480179	481002	823
chr1	480001	490000	chr1	481252	481566	314
chr1	480001	490000	chr1	485215	486110	895
chr1	480001	490000	chr1	486504	486849	345
chr1	490001	500000	chr1	491100	491460	360
